CODE,YEAR,MONTH,VALUE
LAUCN010110000000005,2012,M01,4223
LAUCN010110000000005,2012,M02,4146
LAUCN010110000000005,2012,M03,4337
LAUCN010110000000005,2012,M04,4144
LAUCN010110000000005,2012,M05,4282
LAUCN010110000000005,2012,M06,4241
LAUCN010110000000005,2012,M07,4325
LAUCN010110000000005,2012,M08,4129
LAUCN010110000000005,2012,M09,4312
LAUCN010110000000005,2012,M10,4368
LAUCN010110000000005,2012,M11,4162
LAUCN010110000000005,2012,M12,4269
LAUCN010110000000005,2012,M13,4245
LAUCN010110000000005,2013,M01,4253
LAUCN010110000000005,2013,M02,4138
LAUCN010110000000005,2013,M03,4293
LAUCN010110000000005,2013,M04,4204
LAUCN010110000000005,2013,M05,4320
LAUCN010110000000005,2013,M06,4271
LAUCN010110000000005,2013,M07,4480
LAUCN010110000000005,2013,M08,4328
LAUCN010110000000005,2013,M09,4528
LAUCN010110000000005,2013,M10,4611
LAUCN010110000000005,2013,M11,4258
LAUCN010110000000005,2013,M12,4283
LAUCN010110000000005,2013,M13,4331
LAUCN010110000000005,2014,M01,4217
LAUCN010110000000005,2014,M02,4115
LAUCN010110000000005,2014,M03,4290
LAUCN010110000000005,2014,M04,4173
LAUCN010110000000005,2014,M05,4231
LAUCN010110000000005,2014,M06,4285
LAUCN010110000000005,2014,M07,4416
LAUCN010110000000005,2014,M08,4378
LAUCN010110000000005,2014,M09,4501
LAUCN010110000000005,2014,M10,4555
LAUCN010110000000005,2014,M11,4314
LAUCN010110000000005,2014,M12,4310
LAUCN010110000000005,2014,M13,4315
LAUCN010110000000005,2015,M01,4249
LAUCN010110000000005,2015,M02,4211
LAUCN010110000000005,2015,M03,4413
LAUCN010110000000005,2015,M04,4308
LAUCN010110000000005,2015,M05,4361
LAUCN010110000000005,2015,M06,4460
LAUCN010110000000005,2015,M07,4498
LAUCN010110000000005,2015,M08,4440
LAUCN010110000000005,2015,M09,4568
LAUCN010110000000005,2015,M10,4539
LAUCN010110000000005,2015,M11,4357
LAUCN010110000000005,2015,M12,4367
LAUCN010110000000005,2015,M13,4398
LAUCN010110000000005,2016,M01,4269
LAUCN010110000000005,2016,M02,4299
LAUCN010110000000005,2016,M03,4406
LAUCN010110000000005,2016,M04,4332
LAUCN010110000000005,2016,M05,4369
LAUCN010110000000005,2016,M06,4458
LAUCN010110000000005,2016,M07,4558
LAUCN010110000000005,2016,M08,4609
LAUCN010110000000005,2016,M09,4814
LAUCN010110000000005,2016,M10,4725
LAUCN010110000000005,2016,M11,4628
LAUCN010110000000005,2016,M12,4452
LAUCN010110000000005,2016,M13,4493
LAUCN010110000000005,2017,M01,4430
LAUCN010110000000005,2017,M02,4471
LAUCN010110000000005,2017,M03,4534
LAUCN010110000000005,2017,M04,4465
LAUCN010110000000005,2017,M05,4487
LAUCN010110000000005,2017,M06,4533
LAUCN010110000000005,2017,M07,4630
LAUCN010110000000005,2017,M08,4662
LAUCN010110000000005,2017,M09,4814
LAUCN010110000000005,2017,M10,4754
LAUCN010110000000005,2017,M11,4636
LAUCN010110000000005,2017,M12,4480
LAUCN010110000000005,2017,M13,4575
LAUCN010110000000005,2018,M01,4446
LAUCN010110000000005,2018,M02,4498
LAUCN010110000000005,2018,M03,4495
LAUCN010110000000005,2018,M04,4515
LAUCN010110000000005,2018,M05,4571
LAUCN010110000000005,2018,M06,4640
LAUCN010110000000006,1990,M01,4215
LAUCN010110000000006,1990,M02,4206
LAUCN010110000000006,1990,M03,4198
LAUCN010110000000006,1990,M04,4317
LAUCN010110000000006,1990,M05,4274
LAUCN010110000000006,1990,M06,4566
LAUCN010110000000006,1990,M07,4657
LAUCN010110000000006,1990,M08,4518
LAUCN010110000000006,1990,M09,4489
LAUCN010110000000006,1990,M10,4531
LAUCN010110000000006,1990,M11,4482
LAUCN010110000000006,1990,M12,4424
LAUCN010110000000006,1990,M13,4407
LAUCN010110000000006,1991,M01,4396
LAUCN010110000000006,1991,M02,4502
LAUCN010110000000006,1991,M03,4487
LAUCN010110000000006,1991,M04,4377
LAUCN010110000000006,1991,M05,4507
LAUCN010110000000006,1991,M06,4874
LAUCN010110000000006,1991,M07,4881
LAUCN010110000000006,1991,M08,4616
LAUCN010110000000006,1991,M09,4470
LAUCN010110000000006,1991,M10,4558
LAUCN010110000000006,1991,M11,4450
LAUCN010110000000006,1991,M12,4408
LAUCN010110000000006,1991,M13,4544
LAUCN010110000000006,1992,M01,4190
LAUCN010110000000006,1992,M02,4239
LAUCN010110000000006,1992,M03,4120
LAUCN010110000000006,1992,M04,4124
LAUCN010110000000006,1992,M05,4182
LAUCN010110000000006,1992,M06,4502
LAUCN010110000000006,1992,M07,4549
LAUCN010110000000006,1992,M08,4558
LAUCN010110000000006,1992,M09,4244
LAUCN010110000000006,1992,M10,4351
LAUCN010110000000006,1992,M11,4322
LAUCN010110000000006,1992,M12,4254
LAUCN010110000000006,1992,M13,4303
LAUCN010110000000006,1993,M01,4132
LAUCN010110000000006,1993,M02,4049
LAUCN010110000000006,1993,M03,4084
LAUCN010110000000006,1993,M04,3972
LAUCN010110000000006,1993,M05,4012
LAUCN010110000000006,1993,M06,4277
LAUCN010110000000006,1993,M07,4402
LAUCN010110000000006,1993,M08,4188
LAUCN010110000000006,1993,M09,4179
LAUCN010110000000006,1993,M10,4310
LAUCN010110000000006,1993,M11,4251
LAUCN010110000000006,1993,M12,4245
LAUCN010110000000006,1993,M13,4175
LAUCN010110000000006,1994,M01,4228
LAUCN010110000000006,1994,M02,4011
LAUCN010110000000006,1994,M03,3949
LAUCN010110000000006,1994,M04,3866
LAUCN010110000000006,1994,M05,4029
LAUCN010110000000006,1994,M06,4456
LAUCN010110000000006,1994,M07,4386
LAUCN010110000000006,1994,M08,4401
LAUCN010110000000006,1994,M09,4251
LAUCN010110000000006,1994,M10,4517
LAUCN010110000000006,1994,M11,4660
LAUCN010110000000006,1994,M12,4412
LAUCN010110000000006,1994,M13,4264
LAUCN010110000000006,1995,M01,4341
LAUCN010110000000006,1995,M02,4271
LAUCN010110000000006,1995,M03,4495
LAUCN010110000000006,1995,M04,4435
LAUCN010110000000006,1995,M05,4248
LAUCN010110000000006,1995,M06,4619
LAUCN010110000000006,1995,M07,4703
LAUCN010110000000006,1995,M08,4585
LAUCN010110000000006,1995,M09,4379
LAUCN010110000000006,1995,M10,4422
LAUCN010110000000006,1995,M11,4343
LAUCN010110000000006,1995,M12,4628
LAUCN010110000000006,1995,M13,4456
LAUCN010110000000006,1996,M01,4467
LAUCN010110000000006,1996,M02,4472
LAUCN010110000000006,1996,M03,4421
LAUCN010110000000006,1996,M04,4228
LAUCN010110000000006,1996,M05,4258
LAUCN010110000000006,1996,M06,4485
LAUCN010110000000006,1996,M07,4621
LAUCN010110000000006,1996,M08,4510
LAUCN010110000000006,1996,M09,4402
LAUCN010110000000006,1996,M10,4606
LAUCN010110000000006,1996,M11,4614
LAUCN010110000000006,1996,M12,5540
LAUCN010110000000006,1996,M13,4552
LAUCN010110000000006,1997,M01,4458
LAUCN010110000000006,1997,M02,4469
LAUCN010110000000006,1997,M03,4460
LAUCN010110000000006,1997,M04,4323
LAUCN010110000000006,1997,M05,4345
LAUCN010110000000006,1997,M06,4632
LAUCN010110000000006,1997,M07,4790
LAUCN010110000000006,1997,M08,4772
LAUCN010110000000006,1997,M09,4603
LAUCN010110000000006,1997,M10,4723
LAUCN010110000000006,1997,M11,4767
LAUCN010110000000006,1997,M12,4685
LAUCN010110000000006,1997,M13,4586
LAUCN010110000000006,1998,M01,4498
LAUCN010110000000006,1998,M02,4470
LAUCN010110000000006,1998,M03,4470
LAUCN010110000000006,1998,M04,4225
LAUCN010110000000006,1998,M05,4297
LAUCN010110000000006,1998,M06,4562
LAUCN010110000000006,1998,M07,4849
LAUCN010110000000006,1998,M08,4745
LAUCN010110000000006,1998,M09,4710
LAUCN010110000000006,1998,M10,4742
LAUCN010110000000006,1998,M11,4547
LAUCN010110000000006,1998,M12,4500
LAUCN010110000000006,1998,M13,4552
LAUCN010110000000006,1999,M01,4354
LAUCN010110000000006,1999,M02,4311
LAUCN010110000000006,1999,M03,4332
LAUCN010110000000006,1999,M04,4317
LAUCN010110000000006,1999,M05,4240
LAUCN010110000000006,1999,M06,4484
LAUCN010110000000006,1999,M07,4543
LAUCN010110000000006,1999,M08,4478
LAUCN010110000000006,1999,M09,4474
LAUCN010110000000006,1999,M10,4616
LAUCN010110000000006,1999,M11,4669
LAUCN010110000000006,1999,M12,4642
LAUCN010110000000006,1999,M13,4455
LAUCN010110000000006,2000,M01,4021
LAUCN010110000000006,2000,M02,4048
LAUCN010110000000006,2000,M03,4006
LAUCN010110000000006,2000,M04,3838
LAUCN010110000000006,2000,M05,3850
LAUCN010110000000006,2000,M06,3929
LAUCN010110000000006,2000,M07,3881
LAUCN010110000000006,2000,M08,3995
LAUCN010110000000006,2000,M09,3958
LAUCN010110000000006,2000,M10,4044
LAUCN010110000000006,2000,M11,4072
LAUCN010110000000006,2000,M12,4004
LAUCN010110000000006,2000,M13,3971
LAUCN010110000000006,2001,M01,4033
LAUCN010110000000006,2001,M02,3926
LAUCN010110000000006,2001,M03,3864
LAUCN010110000000006,2001,M04,3839
LAUCN010110000000006,2001,M05,3879
LAUCN010110000000006,2001,M06,3905
LAUCN010110000000006,2001,M07,3927
LAUCN010110000000006,2001,M08,4019
LAUCN010110000000006,2001,M09,3860
LAUCN010110000000006,2001,M10,3957
LAUCN010110000000006,2001,M11,3866
LAUCN010110000000006,2001,M12,3863
LAUCN010110000000006,2001,M13,3912
LAUCN010110000000006,2002,M01,3868
LAUCN010110000000006,2002,M02,3818
LAUCN010110000000006,2002,M03,3786
LAUCN010110000000006,2002,M04,3771
LAUCN010110000000006,2002,M05,3736
LAUCN010110000000006,2002,M06,3834
LAUCN010110000000006,2002,M07,3932
LAUCN010110000000006,2002,M08,3896
LAUCN010110000000006,2002,M09,3870
LAUCN010110000000006,2002,M10,3940
LAUCN010110000000006,2002,M11,4026
LAUCN010110000000006,2002,M12,4049
LAUCN010110000000006,2002,M13,3877
LAUCN010110000000006,2003,M01,4004
LAUCN010110000000006,2003,M02,3945
LAUCN010110000000006,2003,M03,3889
LAUCN010110000000006,2003,M04,3827
LAUCN010110000000006,2003,M05,3888
LAUCN010110000000006,2003,M06,3978
LAUCN010110000000006,2003,M07,4033
LAUCN010110000000006,2003,M08,4085
LAUCN010110000000006,2003,M09,4031
LAUCN010110000000006,2003,M10,4095
LAUCN010110000000006,2003,M11,4046
LAUCN010110000000006,2003,M12,3926
LAUCN010110000000006,2003,M13,3979
LAUCN010110000000006,2004,M01,3850
LAUCN010110000000006,2004,M02,3701
LAUCN010110000000006,2004,M03,3779
LAUCN010110000000006,2004,M04,3730
LAUCN010110000000006,2004,M05,3858
LAUCN010110000000006,2004,M06,4017
LAUCN010110000000006,2004,M07,4044
LAUCN010110000000006,2004,M08,4026
LAUCN010110000000006,2004,M09,3925
LAUCN010110000000006,2004,M10,3917
LAUCN010110000000006,2004,M11,3882
LAUCN010110000000006,2004,M12,3839
LAUCN010110000000006,2004,M13,3880
LAUCN010110000000006,2005,M01,3859
LAUCN010110000000006,2005,M02,3820
LAUCN010110000000006,2005,M03,3724
LAUCN010110000000006,2005,M04,3647
LAUCN010110000000006,2005,M05,3711
LAUCN010110000000006,2005,M06,3817
LAUCN010110000000006,2005,M07,3828
LAUCN010110000000006,2005,M08,3732
LAUCN010110000000006,2005,M09,3700
LAUCN010110000000006,2005,M10,3740
LAUCN010110000000006,2005,M11,3706
LAUCN010110000000006,2005,M12,3673
LAUCN010110000000006,2005,M13,3747
LAUCN010110000000006,2006,M01,3659
LAUCN010110000000006,2006,M02,3647
LAUCN010110000000006,2006,M03,3649
LAUCN010110000000006,2006,M04,3556
LAUCN010110000000006,2006,M05,3585
LAUCN010110000000006,2006,M06,3709
LAUCN010110000000006,2006,M07,3863
LAUCN010110000000006,2006,M08,3837
LAUCN010110000000006,2006,M09,3780
LAUCN010110000000006,2006,M10,3745
LAUCN010110000000006,2006,M11,3740
LAUCN010110000000006,2006,M12,3657
LAUCN010110000000006,2006,M13,3702
LAUCN010110000000006,2007,M01,3580
LAUCN010110000000006,2007,M02,3560
LAUCN010110000000006,2007,M03,3598
LAUCN010110000000006,2007,M04,3568
LAUCN010110000000006,2007,M05,3636
LAUCN010110000000006,2007,M06,3615
LAUCN010110000000006,2007,M07,3738
LAUCN010110000000006,2007,M08,3704
LAUCN010110000000006,2007,M09,3697
LAUCN010110000000006,2007,M10,3738
LAUCN010110000000006,2007,M11,3698
LAUCN010110000000006,2007,M12,3706
LAUCN010110000000006,2007,M13,3653
LAUCN010110000000006,2008,M01,3581
LAUCN010110000000006,2008,M02,3555
LAUCN010110000000006,2008,M03,3483
LAUCN010110000000006,2008,M04,3431
LAUCN010110000000006,2008,M05,3480
LAUCN010110000000006,2008,M06,3614
LAUCN010110000000006,2008,M07,3640
LAUCN010110000000006,2008,M08,3772
LAUCN010110000000006,2008,M09,3692
LAUCN010110000000006,2008,M10,3797
LAUCN010110000000006,2008,M11,3808
LAUCN010110000000006,2008,M12,3754
LAUCN010110000000006,2008,M13,3634
LAUCN010110000000006,2009,M01,3686
LAUCN010110000000006,2009,M02,3673
LAUCN010110000000006,2009,M03,3693
LAUCN010110000000006,2009,M04,3613
LAUCN010110000000006,2009,M05,3651
LAUCN010110000000006,2009,M06,3902
LAUCN010110000000006,2009,M07,3808
LAUCN010110000000006,2009,M08,3828
LAUCN010110000000006,2009,M09,3732
LAUCN010110000000006,2009,M10,3820
LAUCN010110000000006,2009,M11,3743
LAUCN010110000000006,2009,M12,3714
LAUCN010110000000006,2009,M13,3739
LAUCN010110000000006,2010,M01,4715
LAUCN010110000000006,2010,M02,4687
LAUCN010110000000006,2010,M03,4657
LAUCN010110000000006,2010,M04,4727
LAUCN010110000000006,2010,M05,4837
LAUCN010110000000006,2010,M06,4925
LAUCN010110000000006,2010,M07,4992
LAUCN010110000000006,2010,M08,5035
LAUCN010110000000006,2010,M09,5138
LAUCN010110000000006,2010,M10,5281
LAUCN010110000000006,2010,M11,5126
LAUCN010110000000006,2010,M12,5163
LAUCN010110000000006,2010,M13,4941
LAUCN010110000000006,2011,M01,4789
LAUCN010110000000006,2011,M02,4735
LAUCN010110000000006,2011,M03,4811
LAUCN010110000000006,2011,M04,4599
LAUCN010110000000006,2011,M05,4664
LAUCN010110000000006,2011,M06,4820
LAUCN010110000000006,2011,M07,4949
LAUCN010110000000006,2011,M08,4826
LAUCN010110000000006,2011,M09,4896
LAUCN010110000000006,2011,M10,5055
LAUCN010110000000006,2011,M11,4870
LAUCN010110000000006,2011,M12,4982
LAUCN010110000000006,2011,M13,4833
LAUCN010110000000006,2012,M01,4688
LAUCN010110000000006,2012,M02,4612
LAUCN010110000000006,2012,M03,4766
LAUCN010110000000006,2012,M04,4546
LAUCN010110000000006,2012,M05,4709
LAUCN010110000000006,2012,M06,4769
LAUCN010110000000006,2012,M07,4913
LAUCN010110000000006,2012,M08,4733
LAUCN010110000000006,2012,M09,4832
LAUCN010110000000006,2012,M10,4894
LAUCN010110000000006,2012,M11,4641
LAUCN010110000000006,2012,M12,4731
LAUCN010110000000006,2012,M13,4736
LAUCN010110000000006,2013,M01,4747
LAUCN010110000000006,2013,M02,4570
LAUCN010110000000006,2013,M03,4685
LAUCN010110000000006,2013,M04,4554
LAUCN010110000000006,2013,M05,4680
LAUCN010110000000006,2013,M06,4703
LAUCN010110000000006,2013,M07,4961
LAUCN010110000000006,2013,M08,4845
LAUCN010110000000006,2013,M09,5012
LAUCN010110000000006,2013,M10,5098
LAUCN010110000000006,2013,M11,4732
LAUCN010110000000006,2013,M12,4748
LAUCN010110000000006,2013,M13,4778
LAUCN010110000000006,2014,M01,4691
LAUCN010110000000006,2014,M02,4535
LAUCN010110000000006,2014,M03,4685
LAUCN010110000000006,2014,M04,4514
LAUCN010110000000006,2014,M05,4569
LAUCN010110000000006,2014,M06,4677
LAUCN010110000000006,2014,M07,4835
LAUCN010110000000006,2014,M08,4849
LAUCN010110000000006,2014,M09,4942
LAUCN010110000000006,2014,M10,5011
LAUCN010110000000006,2014,M11,4771
LAUCN010110000000006,2014,M12,4716
LAUCN010110000000006,2014,M13,4733
LAUCN010110000000006,2015,M01,4646
LAUCN010110000000006,2015,M02,4567
LAUCN010110000000006,2015,M03,4737
LAUCN010110000000006,2015,M04,4596
LAUCN010110000000006,2015,M05,4675
LAUCN010110000000006,2015,M06,4840
LAUCN010110000000006,2015,M07,4892
LAUCN010110000000006,2015,M08,4865
LAUCN010110000000006,2015,M09,4989
LAUCN010110000000006,2015,M10,4975
LAUCN010110000000006,2015,M11,4777
LAUCN010110000000006,2015,M12,4761
LAUCN010110000000006,2015,M13,4777
LAUCN010110000000006,2016,M01,4654
LAUCN010110000000006,2016,M02,4626
LAUCN010110000000006,2016,M03,4694
LAUCN010110000000006,2016,M04,4580
LAUCN010110000000006,2016,M05,4615
LAUCN010110000000006,2016,M06,4761
LAUCN010110000000006,2016,M07,4892
LAUCN010110000000006,2016,M08,4982
LAUCN010110000000006,2016,M09,5190
LAUCN010110000000006,2016,M10,5107
LAUCN010110000000006,2016,M11,4986
LAUCN010110000000006,2016,M12,4800
LAUCN010110000000006,2016,M13,4824
LAUCN010110000000006,2017,M01,4778
LAUCN010110000000006,2017,M02,4760
LAUCN010110000000006,2017,M03,4787
LAUCN010110000000006,2017,M04,4664
LAUCN010110000000006,2017,M05,4674
LAUCN010110000000006,2017,M06,4777
LAUCN010110000000006,2017,M07,4883
LAUCN010110000000006,2017,M08,4903
LAUCN010110000000006,2017,M09,5027
LAUCN010110000000006,2017,M10,4961
LAUCN010110000000006,2017,M11,4832
LAUCN010110000000006,2017,M12,4689
LAUCN010110000000006,2017,M13,4812
LAUCN010110000000006,2018,M01,4691
LAUCN010110000000006,2018,M02,4712
LAUCN010110000000006,2018,M03,4693
LAUCN010110000000006,2018,M04,4701
LAUCN010110000000006,2018,M05,4752
LAUCN010110000000006,2018,M06,4877
LAUCN010130000000003,1990,M01,13.6
LAUCN010130000000003,1990,M02,14
LAUCN010130000000003,1990,M03,12.9
LAUCN010130000000003,1990,M04,13
LAUCN010130000000003,1990,M05,11.7
LAUCN010130000000003,1990,M06,12.7
LAUCN010130000000003,1990,M07,12
LAUCN010130000000003,1990,M08,14.4
LAUCN010130000000003,1990,M09,13.4
LAUCN010130000000003,1990,M10,12.7
LAUCN010130000000003,1990,M11,11.7
LAUCN010130000000003,1990,M12,11.6
LAUCN010130000000003,1990,M13,12.8
LAUCN010130000000003,1991,M01,12.8
LAUCN010130000000003,1991,M02,14.9
LAUCN010130000000003,1991,M03,13.1
LAUCN010130000000003,1991,M04,13.4
LAUCN010130000000003,1991,M05,10.8
LAUCN010130000000003,1991,M06,12.1
LAUCN010130000000003,1991,M07,11.9
LAUCN010130000000003,1991,M08,12.5
LAUCN010130000000003,1991,M09,11
LAUCN010130000000003,1991,M10,10.9
LAUCN010130000000003,1991,M11,10.7
LAUCN010130000000003,1991,M12,12.2
LAUCN010130000000003,1991,M13,12.2
LAUCN010130000000003,1992,M01,12.9
LAUCN010130000000003,1992,M02,13
LAUCN010130000000003,1992,M03,12.1
LAUCN010130000000003,1992,M04,11.3
LAUCN010130000000003,1992,M05,12.4
LAUCN010130000000003,1992,M06,14
LAUCN010130000000003,1992,M07,11.3
LAUCN010130000000003,1992,M08,12.1
LAUCN010130000000003,1992,M09,11.2
LAUCN010130000000003,1992,M10,12
LAUCN010130000000003,1992,M11,11.9
LAUCN010130000000003,1992,M12,12.3
LAUCN010130000000003,1992,M13,12.2
LAUCN010130000000003,1993,M01,13.1
LAUCN010130000000003,1993,M02,13.2
LAUCN010130000000003,1993,M03,12
LAUCN010130000000003,1993,M04,11.9
LAUCN010130000000003,1993,M05,11.8
LAUCN010130000000003,1993,M06,12.4
LAUCN010130000000003,1993,M07,10.8
LAUCN010130000000003,1993,M08,10.3
LAUCN010130000000003,1993,M09,9.6
LAUCN010130000000003,1993,M10,9.5
LAUCN010130000000003,1993,M11,8.1
LAUCN010130000000003,1993,M12,8.7
LAUCN010130000000003,1993,M13,10.9
LAUCN010130000000003,1994,M01,10.1
LAUCN010130000000003,1994,M02,9.9
LAUCN010130000000003,1994,M03,9
LAUCN010130000000003,1994,M04,9.3
LAUCN010130000000003,1994,M05,7.8
LAUCN010130000000003,1994,M06,9
LAUCN010130000000003,1994,M07,9.6
LAUCN010130000000003,1994,M08,9.1
LAUCN010130000000003,1994,M09,8.3
LAUCN010130000000003,1994,M10,9.7
LAUCN010130000000003,1994,M11,8.6
LAUCN010130000000003,1994,M12,7.9
LAUCN010130000000003,1994,M13,9
LAUCN010130000000003,1995,M01,9.3
LAUCN010130000000003,1995,M02,8.9
LAUCN010130000000003,1995,M03,8
LAUCN010130000000003,1995,M04,7.7
LAUCN010130000000003,1995,M05,9.1
LAUCN010130000000003,1995,M06,10.8
LAUCN010130000000003,1995,M07,9.3
LAUCN010130000000003,1995,M08,8.3
LAUCN010130000000003,1995,M09,9.3
LAUCN010130000000003,1995,M10,7.4
LAUCN010130000000003,1995,M11,7.5
LAUCN010130000000003,1995,M12,6.5
LAUCN010130000000003,1995,M13,8.5
LAUCN010130000000003,1996,M01,7.1
LAUCN010130000000003,1996,M02,8.4
LAUCN010130000000003,1996,M03,7.2
LAUCN010130000000003,1996,M04,7.3
LAUCN010130000000003,1996,M05,7.6
LAUCN010130000000003,1996,M06,8.2
LAUCN010130000000003,1996,M07,8.8
LAUCN010130000000003,1996,M08,10.5
LAUCN010130000000003,1996,M09,11.7
LAUCN010130000000003,1996,M10,11.3
LAUCN010130000000003,1996,M11,11.2
LAUCN010130000000003,1996,M12,11.5
LAUCN010130000000003,1996,M13,9.2
LAUCN010130000000003,1997,M01,12.9
LAUCN010130000000003,1997,M02,11.9
LAUCN010130000000003,1997,M03,10.3
LAUCN010130000000003,1997,M04,8.5
LAUCN010130000000003,1997,M05,8.8
LAUCN010130000000003,1997,M06,10
LAUCN010130000000003,1997,M07,10
LAUCN010130000000003,1997,M08,10.9
LAUCN010130000000003,1997,M09,8.6
LAUCN010130000000003,1997,M10,8.1
LAUCN010130000000003,1997,M11,9.2
LAUCN010130000000003,1997,M12,9
LAUCN010130000000003,1997,M13,9.9
LAUCN010130000000003,1998,M01,10.6
LAUCN010130000000003,1998,M02,11.1
LAUCN010130000000003,1998,M03,11.3
LAUCN010130000000003,1998,M04,8.8
LAUCN010130000000003,1998,M05,9.7
LAUCN010130000000003,1998,M06,12.3
LAUCN010130000000003,1998,M07,13
LAUCN010130000000003,1998,M08,12.1
LAUCN010130000000003,1998,M09,11.8
LAUCN010130000000003,1998,M10,10.7
LAUCN010130000000003,1998,M11,9.7
LAUCN010130000000003,1998,M12,10.2
LAUCN010130000000003,1998,M13,11
LAUCN010130000000003,1999,M01,11.3
LAUCN010130000000003,1999,M02,11.6
LAUCN010130000000003,1999,M03,10.7
LAUCN010130000000003,1999,M04,9.6
LAUCN010130000000003,1999,M05,10.8
LAUCN010130000000003,1999,M06,15.1
LAUCN010130000000003,1999,M07,17
LAUCN010130000000003,1999,M08,18
LAUCN010130000000003,1999,M09,17
LAUCN010130000000003,1999,M10,15.5
LAUCN010130000000003,1999,M11,13.9
LAUCN010130000000003,1999,M12,13.4
LAUCN010130000000003,1999,M13,13.7
LAUCN010130000000003,2000,M01,9.3
LAUCN010130000000003,2000,M02,9.2
LAUCN010130000000003,2000,M03,8.2
LAUCN010130000000003,2000,M04,7
LAUCN010130000000003,2000,M05,6.8
LAUCN010130000000003,2000,M06,7.6
LAUCN010130000000003,2000,M07,8.9
LAUCN010130000000003,2000,M08,9
LAUCN010130000000003,2000,M09,7.5
LAUCN010130000000003,2000,M10,6.7
LAUCN010130000000003,2000,M11,6.8
LAUCN010130000000003,2000,M12,6.2
LAUCN010130000000003,2000,M13,7.8
LAUCN010130000000003,2001,M01,8.4
LAUCN010130000000003,2001,M02,6.5
LAUCN010130000000003,2001,M03,6.9
LAUCN010130000000003,2001,M04,5.9
LAUCN010130000000003,2001,M05,5.8
LAUCN010130000000003,2001,M06,7.9
LAUCN010130000000003,2001,M07,8.2
LAUCN010130000000003,2001,M08,8
LAUCN010130000000003,2001,M09,7.4
LAUCN010130000000003,2001,M10,8
LAUCN010130000000003,2001,M11,8.2
LAUCN010130000000003,2001,M12,8.6
LAUCN010130000000003,2001,M13,7.5
LAUCN010130000000003,2002,M01,9.8
LAUCN010130000000003,2002,M02,8.1
LAUCN010130000000003,2002,M03,7.5
LAUCN010130000000003,2002,M04,6.4
LAUCN010130000000003,2002,M05,6.6
LAUCN010130000000003,2002,M06,8.2
LAUCN010130000000003,2002,M07,8.4
LAUCN010130000000003,2002,M08,8
LAUCN010130000000003,2002,M09,7.6
LAUCN010130000000003,2002,M10,7.7
LAUCN010130000000003,2002,M11,8
LAUCN010130000000003,2002,M12,8.2
LAUCN010130000000003,2002,M13,7.9
LAUCN010130000000003,2003,M01,8.7
LAUCN010130000000003,2003,M02,8.7
LAUCN010130000000003,2003,M03,8.2
LAUCN010130000000003,2003,M04,8
LAUCN010130000000003,2003,M05,8
LAUCN010130000000003,2003,M06,10.5
LAUCN010130000000003,2003,M07,9
LAUCN010130000000003,2003,M08,8.6
LAUCN010130000000003,2003,M09,8.3
LAUCN010130000000003,2003,M10,8.5
LAUCN010130000000003,2003,M11,8.7
LAUCN010130000000003,2003,M12,8.8
LAUCN010130000000003,2003,M13,8.7
LAUCN010130000000003,2004,M01,10.4
LAUCN010130000000003,2004,M02,9.2
LAUCN010130000000003,2004,M03,9.9
LAUCN010130000000003,2004,M04,9.6
LAUCN010130000000003,2004,M05,9.8
LAUCN010130000000003,2004,M06,10.9
LAUCN010130000000003,2004,M07,11.8
LAUCN010130000000003,2004,M08,9.3
LAUCN010130000000003,2004,M09,8.8
LAUCN010130000000003,2004,M10,9.1
LAUCN010130000000003,2004,M11,7.9
LAUCN010130000000003,2004,M12,7.3
LAUCN010130000000003,2004,M13,9.5
LAUCN010130000000003,2005,M01,7.8
LAUCN010130000000003,2005,M02,8
LAUCN010130000000003,2005,M03,6.5
LAUCN010130000000003,2005,M04,5.8
LAUCN010130000000003,2005,M05,5.7
LAUCN010130000000003,2005,M06,7.2
LAUCN010130000000003,2005,M07,6.6
LAUCN010130000000003,2005,M08,6.4
LAUCN010130000000003,2005,M09,6
LAUCN010130000000003,2005,M10,5.9
LAUCN010130000000003,2005,M11,6.2
LAUCN010130000000003,2005,M12,5.7
LAUCN010130000000003,2005,M13,6.5
LAUCN010130000000003,2006,M01,6.2
LAUCN010130000000003,2006,M02,6
LAUCN010130000000003,2006,M03,5.7
LAUCN010130000000003,2006,M04,5
LAUCN010130000000003,2006,M05,4.6
LAUCN010130000000003,2006,M06,6.3
LAUCN010130000000003,2006,M07,6.3
LAUCN010130000000003,2006,M08,6.2
LAUCN010130000000003,2006,M09,5.4
LAUCN010130000000003,2006,M10,5.4
LAUCN010130000000003,2006,M11,6
LAUCN010130000000003,2006,M12,5.6
LAUCN010130000000003,2006,M13,5.7
LAUCN010130000000003,2007,M01,6.5
LAUCN010130000000003,2007,M02,6.2
LAUCN010130000000003,2007,M03,5.7
LAUCN010130000000003,2007,M04,5
LAUCN010130000000003,2007,M05,5.2
LAUCN010130000000003,2007,M06,6.5
LAUCN010130000000003,2007,M07,6.9
LAUCN010130000000003,2007,M08,6.6
LAUCN010130000000003,2007,M09,6.1
LAUCN010130000000003,2007,M10,6.1
LAUCN010130000000003,2007,M11,6.4
LAUCN010130000000003,2007,M12,6.7
LAUCN010130000000003,2007,M13,6.2
LAUCN010130000000003,2008,M01,7.3
LAUCN010130000000003,2008,M02,7.7
